filename,filepath,genre,mood
877120_Samba Da Benção.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/877120_Samba Da Benção.mp3,jazz,epic
585777_Summertime (From 'Porgy & Bess.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/585777_Summertime (From 'Porgy & Bess.mp3,jazz,dark
602454272_Só Danço Samba.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/602454272_Só Danço Samba.mp3,jazz,happy
15425364_Samba De Verão.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/15425364_Samba De Verão.mp3,jazz,dream
4230977_Só Tinha De Ser Com Voce (Com .mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/4230977_Só Tinha De Ser Com Voce (Com .mp3,jazz,emotional
3103379_It Don't Mean a Thing (If It A.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3103379_It Don't Mean a Thing (If It A.mp3,jazz,emotional
570273_In The Mood.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/570273_In The Mood.mp3,jazz,emotional
381418021_Falador Passa Mal.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/381418021_Falador Passa Mal.mp3,jazz,epic
2171223_I Just Want To Make Love To Yo.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2171223_I Just Want To Make Love To Yo.mp3,jazz,dark
3220313_Nem Vem Que Não Tem (Ao Vivo).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3220313_Nem Vem Que Não Tem (Ao Vivo).mp3,jazz,dark
2077643647_Baby.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2077643647_Baby.mp3,jazz,dream
780624542_Para Machuchar Meu Coracao.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/780624542_Para Machuchar Meu Coracao.mp3,jazz,sad
3329847001_I Don't Know Why (I Just Do).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3329847001_I Don't Know Why (I Just Do).mp3,jazz,dream
41100631_A Rã.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/41100631_A Rã.mp3,jazz,dark
2424853195_Under Paris Skies.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2424853195_Under Paris Skies.mp3,jazz,romantic
1047508_Samba de Orfeu.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1047508_Samba de Orfeu.mp3,jazz,emotional
2816467212_Tattoo.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2816467212_Tattoo.mp3,jazz,dark
1172017_Moonlight In Vermont (Album Ve.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1172017_Moonlight In Vermont (Album Ve.mp3,jazz,happy
857241_Children's Games.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/857241_Children's Games.mp3,jazz,epic
419907562_Burn.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/419907562_Burn.mp3,jazz,dream
10218969_Dream A Little Dream Of Me.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/10218969_Dream A Little Dream Of Me.mp3,jazz,dream
836929902_Blue in Green (Remastered).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/836929902_Blue in Green (Remastered).mp3,jazz,happy
140343503_He's Funny That Way.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/140343503_He's Funny That Way.mp3,jazz,dream
2956071621_You Stepped Out Of A Dream.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2956071621_You Stepped Out Of A Dream.mp3,jazz,dream
"2711778_So What (feat. John Coltrane, .mp3","/content/drive/MyDrive/Artishow/Deezer/jazz/2711778_So What (feat. John Coltrane, .mp3",jazz,romantic
4675916_Carta Ao Tom 74.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/4675916_Carta Ao Tom 74.mp3,jazz,romantic
103717038_Mack the Knife (A Theme from t.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/103717038_Mack the Knife (A Theme from t.mp3,jazz,epic
2246837997_I Miss You So.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2246837997_I Miss You So.mp3,jazz,dream
2444544175_Why Am I Treated So Bad.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2444544175_Why Am I Treated So Bad.mp3,jazz,romantic
3099168_I'm In The Mood For Love.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3099168_I'm In The Mood For Love.mp3,jazz,dream
2925316911_Talk to me..mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2925316911_Talk to me..mp3,jazz,romantic
3101019_September In The Rain (Remaste.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3101019_September In The Rain (Remaste.mp3,jazz,dream
107702240_Manha de Carnaval.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/107702240_Manha de Carnaval.mp3,jazz,happy
610855682_How Insensitive.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/610855682_How Insensitive.mp3,jazz,sad
2321389895_Smooth Sailing.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2321389895_Smooth Sailing.mp3,jazz,happy
"560721_Take the ""A"" Train.mp3","/content/drive/MyDrive/Artishow/Deezer/jazz/560721_Take the ""A"" Train.mp3",jazz,dark
10968733_Samba da Bênção.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/10968733_Samba da Bênção.mp3,jazz,dream
548622642_Triste.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/548622642_Triste.mp3,jazz,emotional
3105125_I've Got You Under My Skin (Re.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3105125_I've Got You Under My Skin (Re.mp3,jazz,dark
2955619371_Amen Waters.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2955619371_Amen Waters.mp3,jazz,dark
2293097_Sorriu Para Mim.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2293097_Sorriu Para Mim.mp3,jazz,romantic
2076499837_Michael Sees Mae.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2076499837_Michael Sees Mae.mp3,jazz,sad
2816467202_Lover.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2816467202_Lover.mp3,jazz,dream
595959482_Loving You.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/595959482_Loving You.mp3,jazz,happy
"2227087777_Let It Ride (From ""Norah Jones.mp3","/content/drive/MyDrive/Artishow/Deezer/jazz/2227087777_Let It Ride (From ""Norah Jones.mp3",jazz,dream
542805982_Autumn In New York.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/542805982_Autumn In New York.mp3,jazz,dream
4675909_A Tonga Da Mironga Do Kabuletê.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/4675909_A Tonga Da Mironga Do Kabuletê.mp3,jazz,happy
18003219_Samba de uma Nota Só (One Note.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/18003219_Samba de uma Nota Só (One Note.mp3,jazz,dream
"1177212_Köln, January 24, 1975, Part I.mp3","/content/drive/MyDrive/Artishow/Deezer/jazz/1177212_Köln, January 24, 1975, Part I.mp3",jazz,happy
2969820091_Nightcall.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2969820091_Nightcall.mp3,jazz,sad
887798_Samba Do Aviao (Live).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/887798_Samba Do Aviao (Live).mp3,jazz,romantic
81696608_Consolação.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/81696608_Consolação.mp3,jazz,dark
3147914_My Funny Valentine.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3147914_My Funny Valentine.mp3,jazz,dream
3105360_Moanin'.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3105360_Moanin'.mp3,jazz,dark
4674753_Desafinado.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/4674753_Desafinado.mp3,jazz,romantic
2319448_Pra Que Discutir Com Madame? (.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2319448_Pra Que Discutir Com Madame? (.mp3,jazz,dream
1034849_Blue Rondo à la Turk (Album Ve.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1034849_Blue Rondo à la Turk (Album Ve.mp3,jazz,dream
1744137647_Blue Monk (with Thelonious Mon.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1744137647_Blue Monk (with Thelonious Mon.mp3,jazz,happy
1015296_Chameleon.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1015296_Chameleon.mp3,jazz,emotional
2121772877_Black Coffee.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2121772877_Black Coffee.mp3,jazz,romantic
2556443_Dinah (Take 1) (Album Version).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2556443_Dinah (Take 1) (Album Version).mp3,jazz,deep
803889942_Like It Is (Remastered 2020).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/803889942_Like It Is (Remastered 2020).mp3,jazz,romantic
829941832_Field.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/829941832_Field.mp3,jazz,dark
1870819157_Bahia Com H (Bahia With H).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1870819157_Bahia Com H (Bahia With H).mp3,jazz,romantic
2293088_Palpite Infeliz.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2293088_Palpite Infeliz.mp3,jazz,emotional
541047772_Gymnopédie No. 3.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/541047772_Gymnopédie No. 3.mp3,jazz,happy
3040772_Outra Vez.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3040772_Outra Vez.mp3,jazz,dream
1912770977_A Quiet Place.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1912770977_A Quiet Place.mp3,jazz,happy
1995831167_Laziness.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1995831167_Laziness.mp3,jazz,romantic
1870914627_L'horizon Des Evènements.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1870914627_L'horizon Des Evènements.mp3,jazz,dream
885876_Blue And Sentimental.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/885876_Blue And Sentimental.mp3,jazz,happy
982241_Quiet Light.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/982241_Quiet Light.mp3,jazz,deep
1477152022_Misty.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1477152022_Misty.mp3,jazz,happy
1930701157_Bobbi.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1930701157_Bobbi.mp3,jazz,happy
361113101_The Ghetto.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/361113101_The Ghetto.mp3,jazz,emotional
1477152002_Prelude to a Kiss.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1477152002_Prelude to a Kiss.mp3,jazz,happy
35398741_Rosa Morena.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/35398741_Rosa Morena.mp3,jazz,dream
76708852_Outra Vez.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/76708852_Outra Vez.mp3,jazz,dream
523595502_My Favourite Things.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/523595502_My Favourite Things.mp3,jazz,dark
1387754102_This Can't Be Love.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1387754102_This Can't Be Love.mp3,jazz,romantic
3051178_Summer In The City.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3051178_Summer In The City.mp3,jazz,romantic
877033_Coração Vagabundo.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/877033_Coração Vagabundo.mp3,jazz,romantic
831127_Kozmic Blues.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/831127_Kozmic Blues.mp3,jazz,dream
4619054_Baby I'm A Fool.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/4619054_Baby I'm A Fool.mp3,jazz,romantic
538698692_The Thrill Is Gone.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/538698692_The Thrill Is Gone.mp3,jazz,emotional
"71483080_Theme From New York, New York .mp3","/content/drive/MyDrive/Artishow/Deezer/jazz/71483080_Theme From New York, New York .mp3",jazz,epic
71483069_Strangers In The Night (2008 R.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/71483069_Strangers In The Night (2008 R.mp3,jazz,dark
72398167_Everybody Loves Somebody.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/72398167_Everybody Loves Somebody.mp3,jazz,dark
483551472_That Old Feeling.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/483551472_That Old Feeling.mp3,jazz,romantic
1084246232_Sunset In The Blue.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1084246232_Sunset In The Blue.mp3,jazz,happy
3040764_Este Seu Olhar.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3040764_Este Seu Olhar.mp3,jazz,romantic
3705932_I Can't Quit You Baby.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3705932_I Can't Quit You Baby.mp3,jazz,dark
548589432_Tide (Alternate Take).mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/548589432_Tide (Alternate Take).mp3,jazz,happy
2095524347_The next day.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2095524347_The next day.mp3,jazz,happy
2053897017_Let's go uptown.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2053897017_Let's go uptown.mp3,jazz,happy
3667336_Blue Jean Blues (2005 Remaster.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3667336_Blue Jean Blues (2005 Remaster.mp3,jazz,emotional
2232211347_Calm Seas Ahead.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2232211347_Calm Seas Ahead.mp3,jazz,happy
2043965307_Twenty Somethings.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2043965307_Twenty Somethings.mp3,jazz,happy
401682762_New Waltz.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/401682762_New Waltz.mp3,jazz,happy
2269099077_Se Grita.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2269099077_Se Grita.mp3,hiphop,emotional
472992592_Moonlight.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/472992592_Moonlight.mp3,hiphop,romantic
581751632_Falling Down (Bonus Track).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/581751632_Falling Down (Bonus Track).mp3,hiphop,dark
3338629761_RS6.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3338629761_RS6.mp3,hiphop,emotional
472992602_SAD!.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/472992602_SAD!.mp3,hiphop,romantic
505197202_Murder on My Mind.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/505197202_Murder on My Mind.mp3,hiphop,romantic
12901222_Do For Love.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/12901222_Do For Love.mp3,hiphop,emotional
"1811481707_Quevedo: Bzrp Music Sessions, .mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/1811481707_Quevedo: Bzrp Music Sessions, .mp3",hiphop,dream
1578241372_La street.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1578241372_La street.mp3,hiphop,emotional
3099876_It Was A Good Day.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3099876_It Was A Good Day.mp3,hiphop,emotional
869547_Ready or Not.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/869547_Ready or Not.mp3,hiphop,emotional
3616651_Hypnotize (2007 Remaster).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3616651_Hypnotize (2007 Remaster).mp3,hiphop,epic
398055682_Jocelyn Flores.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/398055682_Jocelyn Flores.mp3,hiphop,epic
"1044157_Shook Ones, Pt. II.mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/1044157_Shook Ones, Pt. II.mp3",hiphop,epic
2793753_Juicy (2005 Remaster).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2793753_Juicy (2005 Remaster).mp3,hiphop,dark
12901264_Dear Mama.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/12901264_Dear Mama.mp3,hiphop,epic
1015862_Insane in the Brain.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1015862_Insane in the Brain.mp3,hiphop,epic
936617182_Party Girl.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/936617182_Party Girl.mp3,hiphop,romantic
1733245187_WAIT FOR U (feat. Drake & Tems.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1733245187_WAIT FOR U (feat. Drake & Tems.mp3,hiphop,emotional
541322_C.R.E.A.M. (Cash Rules Everyth.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/541322_C.R.E.A.M. (Cash Rules Everyth.mp3,hiphop,dark
1015332_If I Ruled the World (Imagine .mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1015332_If I Ruled the World (Imagine .mp3,hiphop,epic
398055702_Everybody Dies In Their Nightm.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/398055702_Everybody Dies In Their Nightm.mp3,hiphop,dream
15177552_Nas Is Like.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/15177552_Nas Is Like.mp3,hiphop,epic
1015329_The Message.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1015329_The Message.mp3,hiphop,romantic
3099868_Check Yo Self (Remix).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3099868_Check Yo Self (Remix).mp3,hiphop,emotional
357859971_1-800-273-8255.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/357859971_1-800-273-8255.mp3,hiphop,epic
"963074_So Fresh, So Clean.mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/963074_So Fresh, So Clean.mp3",hiphop,epic
626546_Ghetto Supastar (That is What .mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/626546_Ghetto Supastar (That is What .mp3,hiphop,emotional
1044131_Survival of the Fittest.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1044131_Survival of the Fittest.mp3,hiphop,epic
3121930111_Maille.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3121930111_Maille.mp3,hiphop,dream
377242021_Hard Knock Life (Ghetto Anthem.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/377242021_Hard Knock Life (Ghetto Anthem.mp3,hiphop,emotional
1142440_Where The Hood At.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1142440_Where The Hood At.mp3,hiphop,emotional
2566037742_Casanova.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2566037742_Casanova.mp3,hiphop,dream
3030632001_No me duele.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3030632001_No me duele.mp3,hiphop,romantic
2121038_Da Rockwilder.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2121038_Da Rockwilder.mp3,hiphop,epic
1766880137_True Love.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1766880137_True Love.mp3,hiphop,romantic
2251072_X Gon' Give It To Ya.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2251072_X Gon' Give It To Ya.mp3,hiphop,epic
747399382_Take What You Want.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/747399382_Take What You Want.mp3,hiphop,dream
373045631_Chanel.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/373045631_Chanel.mp3,hiphop,dark
77096688_N.Y. State of Mind.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/77096688_N.Y. State of Mind.mp3,hiphop,epic
3102197_You Can Do It.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3102197_You Can Do It.mp3,hiphop,emotional
427608382_Home.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/427608382_Home.mp3,hiphop,emotional
920894_Loungin (Who Do Ya Luv).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/920894_Loungin (Who Do Ya Luv).mp3,hiphop,epic
3096090_Real Muthaphuckkin' G's.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3096090_Real Muthaphuckkin' G's.mp3,hiphop,epic
105364500_Straight Outta Compton.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/105364500_Straight Outta Compton.mp3,hiphop,epic
705273532_I Think I'm OKAY.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/705273532_I Think I'm OKAY.mp3,hiphop,epic
3616658_Notorious Thugs (feat. Bone Th.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3616658_Notorious Thugs (feat. Bone Th.mp3,hiphop,emotional
3616653_Get Money (feat. Junior M.A.F..mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3616653_Get Money (feat. Junior M.A.F..mp3,hiphop,epic
"1577401372_Morad: Bzrp Music Sessions, Vo.mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/1577401372_Morad: Bzrp Music Sessions, Vo.mp3",hiphop,emotional
516850382_Legends.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/516850382_Legends.mp3,hiphop,emotional
134648862_Thuggish Ruggish Bone.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/134648862_Thuggish Ruggish Bone.mp3,hiphop,epic
827451072_Boyz-N-The-Hood.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/827451072_Boyz-N-The-Hood.mp3,hiphop,epic
1043476352_Smile.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1043476352_Smile.mp3,hiphop,relaxing
145434692_CIGARETTES.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/145434692_CIGARETTES.mp3,hiphop,relaxing
77096690_The World Is Yours.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/77096690_The World Is Yours.mp3,hiphop,epic
1749598187_Cooped Up.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1749598187_Cooped Up.mp3,hiphop,emotional
900015222_Suicidal (feat. Juice WRLD) (R.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/900015222_Suicidal (feat. Juice WRLD) (R.mp3,hiphop,relaxing
7634993_Hate Me Now (feat. Diddy).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/7634993_Hate Me Now (feat. Diddy).mp3,hiphop,epic
1047823_ATLiens.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1047823_ATLiens.mp3,hiphop,epic
1016968402_Conversations.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1016968402_Conversations.mp3,hiphop,romantic
489034862_OTW (feat. 6LACK & Ty Dolla $i.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/489034862_OTW (feat. 6LACK & Ty Dolla $i.mp3,hiphop,romantic
77879669_Ether.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/77879669_Ether.mp3,hiphop,emotional
541327_Protect Ya Neck.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/541327_Protect Ya Neck.mp3,hiphop,epic
1174569_When I B On Tha Mic.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1174569_When I B On Tha Mic.mp3,hiphop,epic
2794594_Whoa!.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2794594_Whoa!.mp3,hiphop,emotional
12901243_I Get Around.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/12901243_I Get Around.mp3,hiphop,epic
2732842691_Natanael Cano: Bzrp Music Sess.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2732842691_Natanael Cano: Bzrp Music Sess.mp3,hiphop,emotional
1013991_Put It On.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1013991_Put It On.mp3,hiphop,epic
962886_Rosa Parks.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/962886_Rosa Parks.mp3,hiphop,epic
552825892_Pretty Little Fears.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/552825892_Pretty Little Fears.mp3,hiphop,romantic
2753785761_YO LO SOÑÉ.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2753785761_YO LO SOÑÉ.mp3,hiphop,emotional
920893_Doin' It.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/920893_Doin' It.mp3,hiphop,emotional
625103_Quiet Storm.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/625103_Quiet Storm.mp3,hiphop,epic
"1511133832_Ptazeta: Bzrp Music Sessions, .mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/1511133832_Ptazeta: Bzrp Music Sessions, .mp3",hiphop,dark
2164401347_Lisa.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2164401347_Lisa.mp3,hiphop,romantic
125536814_Money Longer.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/125536814_Money Longer.mp3,hiphop,romantic
1015321_Street Dreams.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1015321_Street Dreams.mp3,hiphop,epic
429125292_Party Up.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/429125292_Party Up.mp3,hiphop,epic
2793756_Big Poppa (2005 Remaster).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2793756_Big Poppa (2005 Remaster).mp3,hiphop,emotional
920886_Mama Said Knock You Out.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/920886_Mama Said Knock You Out.mp3,hiphop,epic
2793746_Gimme the Loot (2005 Remaster).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2793746_Gimme the Loot (2005 Remaster).mp3,hiphop,epic
382969931_Look at Me Now.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/382969931_Look at Me Now.mp3,hiphop,epic
705273502_Candy.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/705273502_Candy.mp3,hiphop,epic
82492152_Going Back to Cali (2014 Remas.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/82492152_Going Back to Cali (2014 Remas.mp3,hiphop,romantic
3829283_Victory (feat. The Notorious B.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3829283_Victory (feat. The Notorious B.mp3,hiphop,epic
1580094_Shadowboxin'.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1580094_Shadowboxin'.mp3,hiphop,dream
3616652_One More Chance _ Stay with Me.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/3616652_One More Chance _ Stay with Me.mp3,hiphop,epic
4219253_Twinz (Deep Cover 98) (feat. F.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/4219253_Twinz (Deep Cover 98) (feat. F.mp3,hiphop,emotional
5896949_I Got 5 On It.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/5896949_I Got 5 On It.mp3,hiphop,emotional
79183185_I'll Be.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/79183185_I'll Be.mp3,hiphop,emotional
"6624113_Money, Power & Respect (feat. .mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/6624113_Money, Power & Respect (feat. .mp3",hiphop,emotional
2793748_Warning (2005 Remaster).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2793748_Warning (2005 Remaster).mp3,hiphop,epic
370682791_FACE.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/370682791_FACE.mp3,hiphop,emotional
116945566_No Vaseline.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/116945566_No Vaseline.mp3,hiphop,epic
1966077747_Ziploc (Blessd Version).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1966077747_Ziploc (Blessd Version).mp3,hiphop,epic
442693212_Nowadays (feat. Landon Cube).mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/442693212_Nowadays (feat. Landon Cube).mp3,hiphop,epic
1358204802_NEVER LEFT.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/1358204802_NEVER LEFT.mp3,hiphop,epic
